	100UNCULTURED_S7_PE_Abundance	14UNCULTURED_S8_PE_Abundance	18UNCULTURED_S12_PE_Abundance	19UNCULTURED_S14_PE_Abundance	24UNCULTURED_S3_PE_Abundance	26UNCULTURED_S4_PE_Abundance	28UNCULTURED_S6_PE_Abundance	2UNCULTURED_S1_PE_Abundance	300UNCULTURED_S9_PE_Abundance	36UNCULTURED_S10_PE_Abundance	400UNCULTURED_S11_PE_Abundance	40UNCULTURED_S15_PE_Abundance	4UNCULTURED_S2_PE_Abundance	500UNCULTURED_S13_PE_Abundance	8UNCULTURED_S5_PE_Abundance	lucaAR31_S16_PE_Abundance	lucaAR32_S17_PE_Abundance	lucaAR33_S18_PE_Abundance	lucaAR34_S19_PE_Abundance
PWY4FS-8: phosphatidylglycerol biosynthesis II (non-plastidic)	144.1591757	27.08120449	373.0685257	131.7257864	35.34432192	448.2639266	376.8910663	283.2379389	526.3354331	266.7394261	281.8223042	357.4179804	141.0400953	638.2972908	578.8611108	648.515074	1001.066282	468.0060972	2217.693997
PWY4FS-8: phosphatidylglycerol biosynthesis II (non-plastidic)|g__Escherichia.s__Escherichia_coli	0	0	45.15838358	0	0	0	6.03206239	0	0	30.26934272	0	0	0	0	4.517054857	0	0	0	0
PWY4FS-8: phosphatidylglycerol biosynthesis II (non-plastidic)|unclassified	30.96568213	0	74.63639259	0	0	155.3301247	33.6292108	114.2849882	181.9442475	101.2294611	30.946579	151.1815987	21.79627822	168.4779952	49.19074995	0	0	0	13.38633135
PWY4LZ-257: superpathway of fermentation (Chlamydomonas reinhardtii)	21.3915197	5.181788012	183.3329222	37.81189495	40.24904592	63.85789104	55.79510402	33.00257086	46.0425314	112.6803395	0	48.97372188	28.48133904	59.4308365	66.85747516	242.6489331	152.9967256	134.2836759	65.66856826
PWY4LZ-257: superpathway of fermentation (Chlamydomonas reinhardtii)|unclassified	0	0	70.5458624	31.68401282	32.18762854	0	22.92856754	24.00787342	44.48300021	30.08246564	0	40.89011078	26.50368293	0	44.15086059	6.778792561	47.75478143	37.68301863	0
PWY66-389: phytol degradation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.695110306	0	0
PWY66-389: phytol degradation|unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.685586399	0	0
PWY66-398: TCA cycle III (animals)	0	0	0	0	0	0	0	0	9.846952458	0	0	0	0	0	0	102.3621724	89.04626139	103.7830237	63.69689617
PWY66-399: gluconeogenesis III	494.258562	241.4290366	451.3751686	190.4003964	287.8062182	259.4087108	258.8357287	200.1981519	684.9303735	289.1078187	728.8467123	364.348817	200.1273006	606.7548586	230.025633	1356.247945	1339.554422	991.3264974	615.4778191
PWY66-399: gluconeogenesis III|unclassified	190.91233	217.4921186	231.2674185	140.2946626	274.9562379	211.4329607	103.1911979	159.2473938	265.4524941	129.1349938	294.7794999	226.3701625	131.7306844	281.1584411	23.07587388	100.8861403	100.5114757	316.5910416	0
PWY66-400: glycolysis VI (metazoan)	771.5144044	395.6057275	489.1560654	256.4272012	323.8018012	264.4825502	232.0059082	207.5930419	1202.805865	386.649594	1265.846878	511.8758126	233.7080426	1060.994297	196.3026523	1514.202536	1669.501174	1053.197372	3708.818746
PWY66-400: glycolysis VI (metazoan)|g__Bacteroides.s__Bacteroides_ovatus	0	0	0	0	0	0	45.05840261	0	1.522984383	0	0	0	0	0	50.11767567	110.2850649	64.25586975	12.88296989	1038.665105
PWY66-400: glycolysis VI (metazoan)|g__Bacteroides.s__Bacteroides_xylanisolvens	0	0	7.585356099	0	0	3.342309867	49.55474464	0	0	0	0	0	0	3.715372961	43.98934828	43.24340313	51.09218803	3.493547765	0
PWY66-400: glycolysis VI (metazoan)|g__Escherichia.s__Escherichia_coli	0	0	48.12057191	0	0	0	6.799347746	0	0	15.45877682	0	0	0	0	0	0	0	0	0
PWY66-400: glycolysis VI (metazoan)|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.8244843	0	0
PWY66-400: glycolysis VI (metazoan)|g__Treponema.s__Treponema_succinifaciens	0	0	0	14.15674978	0	20.3447023	0	14.02774547	0	0	0	22.46358046	3.740568208	0	0	0	0	0	0
PWY66-400: glycolysis VI (metazoan)|unclassified	173.1901391	387.4166632	275.808067	249.4515651	320.284418	261.4257977	99.19800777	204.3570112	259.347188	212.1850031	289.5777211	502.8648444	214.1748621	302.0268278	17.83558781	315.828803	496.7382336	332.5310306	388.0119828
PWY66-409: superpathway of purine nucleotide salvage	0	0	438.5313593	148.5143162	168.7221169	222.9671216	125.810221	70.68543949	133.9453994	199.3964703	75.11546443	114.1233523	0	168.8384748	95.9407084	297.4887418	553.829675	227.2632733	456.0775105
PWY66-409: superpathway of purine nucleotide salvage|g__Escherichia.s__Escherichia_coli	0	0	31.3124571	0	0	0	0	0	0	15.16812507	0	0	0	0	0	0	0	0	0
PWY66-409: superpathway of purine nucleotide salvage|unclassified	0	0	0	0	0	100.578631	0	0	104.8685746	0	35.42321551	0	0	131.6450683	53.12651126	79.77691839	133.3586985	131.2463593	122.3359877
PWY66-422: D-galactose degradation V (Leloir pathway)	479.4911829	216.1362331	1164.603705	850.1323952	512.5071143	710.9983029	1541.422939	660.518789	915.7610995	1107.816581	588.2290659	981.1478478	362.0831374	874.3737363	1045.778962	2376.827669	6425.661232	2795.979655	4242.770299
PWY66-422: D-galactose degradation V (Leloir pathway)|g__Anaerostipes.s__Anaerostipes_hadrus	0	0	2.891359178	0	0	0	0	0	0	0	0	0	0	0	0	23.36051258	24.14956702	0	0
PWY66-422: D-galactose degradation V (Leloir pathway)|g__Blautia.s__Ruminococcus_obeum	8.716366603	0	14.83126736	4.561747504	1.654132151	2.624739345	0	3.931657209	11.28715617	16.98784531	3.565070696	10.19525205	0	22.29681219	1.109220447	11.50504439	5.335876621	9.425977659	0
PWY66-422: D-galactose degradation V (Leloir pathway)|g__Blautia.s__Ruminococcus_torques	0	0	0	2.443861707	0	0	0	0	0	0	0	0	0	3.323927909	0	0	0	2.645540475	10.93614871
PWY66-422: D-galactose degradation V (Leloir pathway)|g__Coprococcus.s__Coprococcus_catus	0	0	2.357896284	0	0	0	3.685208608	3.839400662	0	3.81710765	0	0	1.865428049	2.181626054	0	0	0	0	0
PWY66-422: D-galactose degradation V (Leloir pathway)|g__Erysipelotrichaceae_noname.s__Eubacterium_biforme	0	0	110.6947583	15.88116443	0	6.57353645	41.45029962	7.292448087	0	23.60010722	0	12.42037556	2.792486745	1.244361487	69.70878445	0	0	0	0
PWY66-422: D-galactose degradation V (Leloir pathway)|g__Escherichia.s__Escherichia_coli	0	0	25.78313339	0	0	0	2.894107972	0	0	11.8936737	1.29387029	0	0	0	0	0	0	0	0
PWY66-422: D-galactose degradation V (Leloir pathway)|g__Eubacterium.s__Eubacterium_rectale	0	0	53.68069058	0	0	2.601975483	17.32197885	0	3.301946102	0	0	0	0	20.78573136	16.22617684	0	2242.870226	731.1477342	1800.334857
PWY66-422: D-galactose degradation V (Leloir pathway)|g__Eubacterium.s__Eubacterium_siraeum	3.790559862	6.737468304	39.20987671	42.30904712	13.87785814	20.69949136	85.08707324	8.500598136	0	28.79956425	4.305796872	20.5950123	1.39300029	0	8.547453849	20.16893839	0	52.80476623	0
PWY66-422: D-galactose degradation V (Leloir pathway)|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	6.335049262	2.378727199	62.08639709	20.84932965	6.89112766	13.7126076	153.4672878	13.3673653	96.52999074	62.61014109	19.46845067	13.75725117	3.695592809	103.7569289	121.7720569	975.2206963	1109.30986	447.9805477	195.3136319
PWY66-422: D-galactose degradation V (Leloir pathway)|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_5_1_57FAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.093067435	0	0	0
PWY66-422: D-galactose degradation V (Leloir pathway)|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_5_1_63FAA	0	0	0	0	0	0	2.967891062	0	0	0	0	5.503186979	0	0	0	0	11.71777269	3.779219397	42.53707186
PWY66-422: D-galactose degradation V (Leloir pathway)|g__Roseburia.s__Roseburia_intestinalis	0	0	0	2.298146853	0	0	13.28536288	0	0	0	0	0	0	0	11.92728081	77.07952768	418.0636691	5.34236388	0
PWY66-422: D-galactose degradation V (Leloir pathway)|g__Ruminococcus.s__Ruminococcus_bromii	0	0	9.428483803	4.083983489	0	12.00068603	1.824124184	11.23977992	0	12.21651446	0	12.57107617	0	0	0	0	269.1616377	60.7023049	0
PWY66-422: D-galactose degradation V (Leloir pathway)|g__Treponema.s__Treponema_succinifaciens	0	0	0	13.09575033	3.126055107	25.3785347	0	15.60684815	0	0	0	35.7248792	0	0	0	0	0	0	0
PWY66-422: D-galactose degradation V (Leloir pathway)|unclassified	135.5544592	200.2368194	671.9786582	667.8433867	443.587777	539.9395635	818.9434167	482.1730907	461.9527249	732.9623516	197.639004	757.1448574	304.2755642	410.697027	600.1976539	400.522141	743.6482503	814.129954	406.9960667
PWYG-321: mycolate biosynthesis	80.71900635	0	118.7125909	27.81657583	15.07386125	48.70555927	87.10663301	25.96176355	74.10361964	50.76452121	90.97788321	0	12.05650547	163.2467069	9.944267966	823.6943102	608.8915395	217.0349498	89.12735965
PWYG-321: mycolate biosynthesis|unclassified	65.28738009	0	0	26.52219363	14.80990988	47.16453304	45.84570444	24.7645202	68.59315685	0	85.45096597	0	0	138.5639469	0	0	0	0	0
PYRIDNUCSAL-PWY: NAD salvage pathway I	0	0	183.7776243	57.12651527	0	0	55.68799136	0	0	87.24134396	0	50.79279659	16.0597278	0	64.87453682	0	0	760.9093671	19.44834673
PYRIDNUCSAL-PWY: NAD salvage pathway I|g__Escherichia.s__Escherichia_coli	0	0	33.43268201	0	0	0	9.671665693	0	0	18.9431893	0	0	2.2592488	0	0	0	0	0	0
PYRIDNUCSAL-PWY: NAD salvage pathway I|unclassified	0	0	0	32.92461494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PYRIDNUCSYN-PWY: NAD biosynthesis I (from aspartate)	399.6179776	209.3175581	1383.912801	566.7865551	535.0140916	1058.960128	814.377188	735.0248301	373.2149504	744.273547	460.3067003	793.2121191	609.510674	835.3460589	716.5496732	1328.469895	2848.431735	1935.93393	659.4618866
PYRIDNUCSYN-PWY: NAD biosynthesis I (from aspartate)|g__Alistipes.s__Alistipes_finegoldii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53.62460902	0	94.22680815	0
PYRIDNUCSYN-PWY: NAD biosynthesis I (from aspartate)|g__Alistipes.s__Alistipes_senegalensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.243042768	0
PYRIDNUCSYN-PWY: NAD biosynthesis I (from aspartate)|g__Alistipes.s__Alistipes_shahii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119.8460122	0	104.4070193	0
PYRIDNUCSYN-PWY: NAD biosynthesis I (from aspartate)|g__Anaerostipes.s__Anaerostipes_hadrus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.19919549	0	0
PYRIDNUCSYN-PWY: NAD biosynthesis I (from aspartate)|g__Coprococcus.s__Coprococcus_catus	0	0	0	0	0	0	4.666583121	0	0	0	0	0	0	0	3.48715111	0	5.391613921	0	0
PYRIDNUCSYN-PWY: NAD biosynthesis I (from aspartate)|g__Coprococcus.s__Coprococcus_eutactus	0	0	0	0	0	0	0	0	0	3.912551711	0	0	0	0	0	0	390.5334699	36.4855343	0
PYRIDNUCSYN-PWY: NAD biosynthesis I (from aspartate)|g__Coprococcus.s__Coprococcus_sp_ART55_1	0	0	0	0	0	0	0	0	0	5.279547429	0	0	0	0	0	0	0	0	0
PYRIDNUCSYN-PWY: NAD biosynthesis I (from aspartate)|g__Escherichia.s__Escherichia_coli	0	0	44.16121076	0	0	0	7.256542474	0	0	11.28184703	0	0	0	0	2.304433207	0	0	0	0
PYRIDNUCSYN-PWY: NAD biosynthesis I (from aspartate)|g__Eubacterium.s__Eubacterium_siraeum	4.068227355	6.775619995	0	5.356145917	16.54711532	0	0	0	0	0	3.405211872	0	0	0	0	22.42330178	0	47.98875836	0
PYRIDNUCSYN-PWY: NAD biosynthesis I (from aspartate)|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_5_1_63FAA	0	0	0	0	0	0	2.829629949	0	0	0	0	0	0	0	0	0	18.53476903	4.427136022	56.38419187
PYRIDNUCSYN-PWY: NAD biosynthesis I (from aspartate)|g__Odoribacter.s__Odoribacter_splanchnicus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88.41199016	52.13954536	47.72409862	21.0344341
PYRIDNUCSYN-PWY: NAD biosynthesis I (from aspartate)|g__Roseburia.s__Roseburia_intestinalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38.94031087	205.1107058	0	0
PYRIDNUCSYN-PWY: NAD biosynthesis I (from aspartate)|g__Ruminococcus.s__Ruminococcus_bromii	0	0	0	0	0	8.236830743	0	0	0	5.393908278	0	0	0	0	0	0	277.1405377	53.61683167	0
PYRIDNUCSYN-PWY: NAD biosynthesis I (from aspartate)|unclassified	305.5754917	168.1022803	911.4497662	327.5116433	350.5992813	740.6165515	463.2101504	559.4056917	293.1029628	516.4691383	375.6124475	538.2184413	437.1454785	636.974103	442.9904283	312.288732	81.16086862	260.8682334	69.75338416
PYRIDOXSYN-PWY: pyridoxal 5'-phosphate biosynthesis I	60.99272696	0	172.1428786	0	100.8140927	296.5711496	267.1605992	172.4003817	8.552882329	42.59260632	49.50121559	165.9573368	30.59859437	21.14670977	284.4963652	5177.917099	5360.421117	2593.655955	4336.474856
PYRIDOXSYN-PWY: pyridoxal 5'-phosphate biosynthesis I|g__Bacteroides.s__Bacteroides_caccae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128.5312523	195.5621095	42.8889735	225.2863182
PYRIDOXSYN-PWY: pyridoxal 5'-phosphate biosynthesis I|g__Bacteroides.s__Bacteroides_fragilis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.35840124	34.00128708	127.3860964	41.31868298
PYRIDOXSYN-PWY: pyridoxal 5'-phosphate biosynthesis I|g__Bacteroides.s__Bacteroides_ovatus	0	0	0	0	0	0	18.24835419	0	0	0	0	0	0	0	18.18529865	113.2802522	123.6958895	84.06254682	904.1559698
PYRIDOXSYN-PWY: pyridoxal 5'-phosphate biosynthesis I|g__Bacteroides.s__Bacteroides_stercoris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2222.532425	2630.072052	0	318.4942418
PYRIDOXSYN-PWY: pyridoxal 5'-phosphate biosynthesis I|g__Bacteroides.s__Bacteroides_thetaiotaomicron	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50.69575752	0	245.5971345	91.48750459
PYRIDOXSYN-PWY: pyridoxal 5'-phosphate biosynthesis I|g__Bacteroides.s__Bacteroides_uniformis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	830.1051692	709.6377595	418.1811379	953.1787163
PYRIDOXSYN-PWY: pyridoxal 5'-phosphate biosynthesis I|g__Bacteroides.s__Bacteroides_xylanisolvens	0	0	5.209132594	0	0	0	74.17369308	0	0	0	0	0	0	0	106.9654034	70.4090616	38.04933205	4.465528077	0
PYRIDOXSYN-PWY: pyridoxal 5'-phosphate biosynthesis I|unclassified	0	0	102.7414496	0	100.6595974	293.971442	54.16710362	171.10045	0	0	0	165.6005494	21.2350026	0	12.50229441	64.01856639	19.41415623	44.52770371	0
REDCITCYC: TCA cycle VIII (helicobacter)	0	0	112.3323695	0	0	20.06776764	38.27404133	52.0099426	0	48.34505445	0	36.92800247	23.26189696	0	12.69664968	0	121.5445336	0	0
REDCITCYC: TCA cycle VIII (helicobacter)|g__Escherichia.s__Escherichia_coli	0	0	25.07931104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
REDCITCYC: TCA cycle VIII (helicobacter)|unclassified	0	0	0	0	0	0	0	0	0	0	0	10.48626874	0	0	0	0	0	0	0
RHAMCAT-PWY: L-rhamnose degradation I	223.0343725	61.41530128	324.0292904	343.9422799	130.3664573	512.6107205	727.2066215	400.6674513	327.166983	249.6697635	289.199388	242.9635096	196.9503684	651.116162	576.0243222	1468.583749	2324.548008	1271.51255	3051.536992
RHAMCAT-PWY: L-rhamnose degradation I|g__Bacteroides.s__Bacteroides_caccae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212.3789249	44.35239513	265.0589091
RHAMCAT-PWY: L-rhamnose degradation I|g__Bacteroides.s__Bacteroides_finegoldii	0	0	0	0	0	0	13.56122307	0	0	0	0	0	0	0	7.147450762	101.4386921	0	0	0
RHAMCAT-PWY: L-rhamnose degradation I|g__Bacteroides.s__Bacteroides_ovatus	0	0	0	0	0	0	49.47088484	0	0	0	0	0	0	1.30186154	87.45104561	204.4213262	162.9732191	101.0667818	928.4100459
RHAMCAT-PWY: L-rhamnose degradation I|g__Bacteroides.s__Bacteroides_thetaiotaomicron	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61.93993045	0	240.813561	118.3968662
RHAMCAT-PWY: L-rhamnose degradation I|g__Bacteroides.s__Bacteroides_xylanisolvens	0	0	5.970681564	1.03852821	0	3.440807862	46.29176067	0	0	2.263753309	0	2.403153048	0	0	96.70776962	69.6979179	102.5034402	5.205925111	0
RHAMCAT-PWY: L-rhamnose degradation I|g__Blautia.s__Ruminococcus_torques	0	0	2.363243861	0	0	0	2.134722025	0	0	1.345567991	0	0	0	0	0	0	1.84077354	3.868040276	0
RHAMCAT-PWY: L-rhamnose degradation I|g__Escherichia.s__Escherichia_coli	0	0	46.54710946	0	0	0	7.280923597	0	0	28.6963864	0	0	0	0	4.172140099	0	0	0	0
RHAMCAT-PWY: L-rhamnose degradation I|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0	17.97795038	48.34018471	0	14.3183816	10.46322413	231.8733671	2.137112365	30.19631331	49.8014903	1.31354764	1.506675008	1.130621888	37.53744628	139.4015293	0	600.8034957	56.70331293	0
RHAMCAT-PWY: L-rhamnose degradation I|g__Holdemania.s__Holdemania_filiformis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.41764635	0	4.115761741
RHAMCAT-PWY: L-rhamnose degradation I|g__Roseburia.s__Roseburia_intestinalis	0	0	0	0	0	0	5.723408118	0	0	0	0	0	0	0	2.325839557	0	0	0	0
RHAMCAT-PWY: L-rhamnose degradation I|unclassified	167.7789714	29.53590368	255.5902195	323.2286234	129.489206	487.7260302	287.554708	383.9055173	295.5924467	190.4103425	254.157939	239.5170561	192.8855118	568.5382775	209.3168037	87.12333641	133.196104	64.39692791	56.06680861
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)	0	74.25040778	481.5783108	127.5773892	0	464.7823758	163.8074417	110.9869673	0	124.3553632	0	413.9869605	174.5932077	0	408.5140271	1077.946959	3309.165462	1167.360324	0
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)|g__Escherichia.s__Escherichia_coli	0	0	46.95386128	0	0	0	7.322413265	0	0	15.89479847	0	0	0	0	0	0	0	0	0
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)|unclassified	0	0	69.59672166	0	0	0	72.78797144	0	0	0	0	0	59.50639978	0	183.9192594	0	0	84.97867989	0
RUMP-PWY: formaldehyde oxidation I	9.929133564	5.962096101	17.98829782	4.889022925	4.129561164	0	4.56724025	12.9513514	0	0	0	34.19263095	0	24.14643687	0	0	0	0	0
SALVADEHYPOX-PWY: adenosine nucleotides degradation II	95.07731053	69.86007792	418.8619911	149.7752633	48.26409788	178.0889776	200.7046214	153.1189361	155.4512146	210.6056976	75.39926081	66.36832495	91.92694269	165.0823076	233.2119567	314.716818	1017.7614	279.5855644	266.2710224
SALVADEHYPOX-PWY: adenosine nucleotides degradation II|g__Blautia.s__Ruminococcus_torques	0	0	4.208092464	5.208180623	0	0	2.234962214	0	0	0	0	0	0	2.796945189	3.666590306	0	0	4.327283385	0
SALVADEHYPOX-PWY: adenosine nucleotides degradation II|g__Escherichia.s__Escherichia_coli	0	0	88.77129571	0	0	0	13.4141548	0	0	32.47105063	1.530547712	0	0	0	3.925880682	0	0	0	0
SALVADEHYPOX-PWY: adenosine nucleotides degradation II|g__Roseburia.s__Roseburia_intestinalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.48113719	283.5619108	5.939037851	0
SALVADEHYPOX-PWY: adenosine nucleotides degradation II|unclassified	37.30768745	64.31957105	194.4774634	118.6082317	42.59718285	160.3700368	138.3345501	108.3941424	109.5424411	128.2894173	55.2389102	46.77763628	74.57935288	96.24469182	171.2447239	190.625042	112.2901708	216.9750185	61.73086312
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I	402.8254465	279.5337774	1373.881439	683.728112	452.1488852	1059.761737	1358.19469	687.1537802	888.8862493	604.707015	683.0545216	1030.044753	472.9644244	1233.029072	1150.746507	2545.435656	3792.11132	1777.021208	2546.290139
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I|g__Anaerostipes.s__Anaerostipes_hadrus	0	0	4.078436246	0	0	0	0	0	0	0	0	0	0	0	0	17.92817462	23.32667629	0	0
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I|g__Blautia.s__Ruminococcus_torques	0	0	4.929116192	1.740551658	0	0	3.569924779	0	0	0	0	0	0	2.892499795	6.569619829	0	0	4.906069828	0
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I|g__Coprococcus.s__Coprococcus_catus	0	0	9.008402291	0	0	0	5.72389839	2.428167704	2.700893836	0	0	1.397393808	5.211175518	0	4.033414846	0	8.944633571	3.083247688	0
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I|g__Dorea.s__Dorea_formicigenerans	0	0	0	0	0	0	0	0	3.323132209	0	0	2.697008606	0	0	0	0	6.220691571	9.787527824	26.69692314
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I|g__Escherichia.s__Escherichia_coli	0	0	21.17833507	0	0	0	4.600094228	0	0	12.7895066	0	0	0	0	2.344311052	0	0	0	0
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I|g__Eubacterium.s__Eubacterium_siraeum	5.565232832	8.571357947	62.07291947	41.45240209	16.70692191	22.43114791	118.8074072	8.369930475	0	49.81969222	5.415674005	27.8750258	0	0	21.26302761	23.62133584	0	45.24954522	0
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	5.600658593	11.16627264	67.28428075	32.4701641	10.24878879	26.81921917	155.2391523	27.03125552	85.15425772	67.15520476	26.30661492	14.3361923	1.478118683	116.4068379	133.5316159	509.8087326	1013.889734	288.4505876	23.70219534
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I|g__Gordonibacter.s__Gordonibacter_pamelaeae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.99315364	0	0	4.818803567
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.25855046	0	0
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_5_1_63FAA	0	0	0	0	0	0	3.859237107	0	0	0	0	0	0	0	0	0	12.85333048	6.355650153	46.43203751
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I|g__Phascolarctobacterium.s__Phascolarctobacterium_succinatutens	101.4407787	55.07895185	119.5852004	45.08878504	54.00072946	19.67939561	213.8117702	100.7701503	142.1705148	30.81545055	95.11164945	142.8606127	9.566717257	151.3977064	188.4090506	0	0	0	0
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I|g__Roseburia.s__Roseburia_intestinalis	0	0	0	0	0	0	16.2025354	0	0	0	0	0	0	0	18.13709744	51.51620632	341.9634623	1.551975557	0
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I|g__Ruminococcus.s__Ruminococcus_bromii	0	0	13.75199171	9.666965979	0	13.66044893	0	7.623030073	0	12.99276907	0	3.412781336	0	0	0	0	329.051035	89.52281121	0
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I|g__Ruminococcus.s__Ruminococcus_champanellensis	0	0	0	4.947794325	0	3.172031414	0	16.74257745	0	0	0	4.12574317	0	0	0	0	0	0	0
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I|g__Treponema.s__Treponema_succinifaciens	0	0	0	17.45567341	1.682847117	22.7682722	0	19.99632689	0	0	1.179089104	24.96837541	3.07454928	0	0	0	0	0	0
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I|unclassified	140.8519845	70.95773371	503.2186921	232.4705893	290.5788249	554.7700339	584.3421608	264.0548821	266.3895876	247.0687051	324.4546299	278.3847998	221.1291319	502.3710439	726.976169	94.30948069	210.2277282	162.4444278	215.590107
SO4ASSIM-PWY: sulfate reduction I (assimilatory)	113.7436003	0	112.9862412	50.54412474	0	280.4622584	95.34823893	53.68797697	90.19986787	117.701216	181.6292844	93.14777714	50.26259383	236.2119444	24.01381413	549.3806732	168.0485583	344.047188	53.48801174
SO4ASSIM-PWY: sulfate reduction I (assimilatory)|g__Akkermansia.s__Akkermansia_muciniphila	0	0	0	0	0	0	0	0	0	0	3.27501494	0	0	0	0	112.6962858	0	48.33617798	0
SO4ASSIM-PWY: sulfate reduction I (assimilatory)|g__Escherichia.s__Escherichia_coli	0	0	57.63748261	0	0	0	12.90239609	0	0	25.59964122	0	0	1.799082813	0	5.287593539	0	0	0	0
SO4ASSIM-PWY: sulfate reduction I (assimilatory)|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.364881918	0	0
SO4ASSIM-PWY: sulfate reduction I (assimilatory)|g__Odoribacter.s__Odoribacter_splanchnicus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104.3644031	54.34265588	45.18160604	20.71773498
SO4ASSIM-PWY: sulfate reduction I (assimilatory)|unclassified	45.47932353	0	32.33621641	33.54760565	0	94.76172657	73.47926252	48.14554053	21.90034058	36.63998128	115.9787154	26.62489418	5.289856945	88.62560457	15.56959751	27.9874254	0	69.98899733	0
